Indonesia,Simalungun
terdorong,taronjar
terduri,tarsuga
terduri sugad,tarsuga 
terendam,tarronjam
tergali,tarhuruk
tergali,tarhuruk 
tergali,tarongkal
tergali,tartahur
tergali,tartahur 
tergali,taruhal
tergali,taruhal 
tergantung,galtung
tergantung,tair
tergarami,tarsirai
tergarami,tarsirai 
tergeletak,darsei
tergelincir,dayas
tergelincir,dejet
tergelincir,gayap
tergelincir,leset
tergelincir,payas
tergelincir,tarjiris 
tergenang,lana
tergenang,mornang
tergenang,ornang
tergenang,tolngou
tergendong,"anak yang 
digendong  
tarombah "
tergendong,tarombah
tergendong,tartangking
tergendong tangkir,tartangking 
tergesa,huleteng
tergesa,huliput
tergesa-gesa,hojor
tergesa-gesa,huleteng
tergesa-gesa; tergopoh-gopoh,huliput
tergigit,tardoti
tergigit,tardoti 
tergigit,tarharat 
tergopoh,japa
tergores,"garis  
tarturih "
tergores,golei
tergulung,tarhulhul 
terhabiskan,tartagashon
terhabiskan,tartagashon 
terhalang,langlang
terhalang,muntad
terhalang,sungkod
terhalang,sungkok
terhalang (disebabkan sesuatu  benda yang melintang),sugad
terhalang dengan tiba,targuba 
terhalang; terkendala,langlang
terhambat,tarolat
terhambat,tarolat 
terhapus,tarsasap
terhapus,tarsasap 
terharap,ilir
terharap,tararap
terharap,tararap 
terharap-harap,ilir
terhibur,sabou
terhina,tardorun 
terhina,tarhiri
terhina,tarhiri 
terikat,bulut
terikat,tartambat 
terikat,taruntam
terikat,taruntam 
terikat erat,jotjot
terima,jalo
terima,tampin
terima,tupa
teringat,risou
teringat,tardingat 
teringat,"taringat 
"
teringat,taringot
teringat,taringot 
terinjak,tarrojat
terinjak,tarrojat 
teriris,tariris
teriris,tariris 
terisak,marihik 
terisap,"kan  
tarinsop "
terisap,tarinsop
terisi,tarisi
terisi,tarisi 
terjadi,tarjadi 
terjadikan,tarpajadi
terjadikan,tarpajadi 
terjaga,tarjaga
terjaga,tarjaga 
terjala,tarjala
terjala,tarjala 
terjang,tanjak
terjanjikan,tarpadanhon
terjanjikan padang,tarpadanhon 
terjatuh,mompas
terjatuh,munjei
terjatuh,muyom
terjatuh,runggang
terjawab,tarsampang
terjawab sampar,tarsampang 
terjelaskan,tarpajojor
terjemur,tarjomur
terjemur jon,tarjomur 
terjepit,isat
terjepit,losat
terjepit,targampit
terjepit,targampit 
terjepit,tarhapit 
terjepit; tindih,isat
terjerat,tarsambil
terjerat,tarsiding
terjerat sambilou,tarsambil 
terjerat sibarangan,tarsiding 
terjerembab,payak
"terjerembab; tarpayak	adv	jatuh		ter- jerembab",payak
terjerumus,puhung
terjerumus ke dalam lubang (tentang kaki),losop
terjerumus ke lubang,losop
terjinjing,tarhanting
terjinjing,tarhanting 
terjual,tarjual
terjual,tarjual 
terjumbai,ambir
terjumpa,tarpadomu
terjumpa domuh,tarpadomu 
terjurai,sambei
terka,angka
terkait,tarhait
terkait,tarhait 
terkam,dongkap
terkam,dorab
terkaman,dorabkon 
terkapar,timpal
terkayuh,tarkayuh
terkayuh kedondong,tarkayuh 
terkejar,"kejaran 
tarayak "
terkejut,hidut
terkejut,tardosak 
terkejut,"tarsonggot 
"
terkelupas,liklik
terkena,halimataon
terkena,hombunon
terkena,paudan
terkena,"tarhona 
"
terkena,tarpangkah
terkena embun,hombunon 
terkena hujan,paudan 
terkena penyakit mata,halimataon 
terkena pukul pangkar,tarpangkah 
terkenal,agoragon
terkenal barna,tarbarita 
terkenang,manradang 
terkentut,untut
terkentut,"untut 
"
terketam,tarhotam
terketam,tarhotam 
terkilir,pogi
terkilir,puhei
terkilir,simpok
terkilir,tarsimpok
terkilir,tarsimpok 
terkira,tarkira
terkira,tarkira 
terkirim,tarhirim
terkirim,tarhirim 
terkotori,tarbutaki
terkotori,tarbutaki 
terkuasai,tarkuasai
terkuasai dapat dikuasai,tarkuasai 
terkuliti,tarhuliti
terkuliti,tarhuliti 
terkumpul,miduk
terkumpul,tarhimpang
terkumpul,tarhimpang 
terkupak,malbang
terkupas,muak
terkupas,tarhubak
terkupas,tarhubak 
terlalu,mandaohtu
terlalu,maparahtu
terlalu,pinsurtu
terlalu,pintortu
terlalu,rangkahtu
terlalu,rengestu
terlalu,sahang
terlalu,tumang
terlalu asin,poda
terlalu asin (terlalu banyak garam),poda
terlalu banyak,bahattu
terlalu kecil,etektu
terlalu kenyang,gejeng
terlalu kuat,gogohtu
terlalu lama,dokahtu
terlalu merah,gergertu
terlalu padat,goktu
terlambat,leat
terlambat,salhod
terlambat,"urutan 
tarpudi "
terlampau,liou
terlanjur,tarsop
terlarikan,"tarlintunhon 
"
terlawan,tarimbang 
terlawan,tarlawan
terlawan lape,tarlawan 
terlempar,tardanggur
terlempar,tardanggur 
terlempar,targijig
terlempar,targijig 
terlentang,gadap
terlentang,gadas
terlentang,garsei
terlentang,todos
terlepas,tarpaluah 
terletak,gajap
terletak,radag
terletak,radean
terletak (terlentang),radei
terlihat,"penonton  
tartonggor "
terlihat,taridah
terlihat,tartonggor
terlihat jelas,talar
terlihat terang,bilak
terlihat terang bilalang [bilalaG] n empedal bilang [bilaG] v hitung,bilak
terlindas,targisil 
terlupa,tarlolos 
termakan,tarbonjang
termakan,tarbonjang 
termakan,tarpangan 
termasak,tarlompah 
termasuk,tarmasuk
termasuk mata,tarmasuk 
termatikan,tarpamatei 
termenung,"tartonjan 
"
termimpi,nipi 
terminta,tarpindo 
terminum,tarinum 
termuat,tarsiat
termuat,tarsiat 
ternak,pahanan
ternanti,ronggak
ternanti,tarronggak
ternanti,tarronggak 
ternanti ,ronggak
ternanti-nanti,tarronggak
ternganga,ngangang
ternyata,hape
terompah,saleper
terompet dari,ole
terong belanda,tiung
terpadamkan,tarilohkon
terpadamkan,tarilohkon 
terpaksa,tarpaksa 
terpaku,"tarpaku 
"
terpalu,tarpaluhon
terpalu ,tarpaluhon 
terpanasi,tarpamilas 
terpancangkan,"kan  
tarpajoghon "
terpancangkan,tarpajoghon
terpanggil,tardilo 
terpanjat,tartangkih
terpanjat,tartangkih 
terpasang,"masang 
tarpasang "
terpasang,tarpasang
terpatahkan,tarponggol
terpatahkan,tarponggol 
terpatahkan,tarsuakhon
terpatahkan suak,tarsuakhon 
terpatuk,"patok ayam 
tarpagut "
terpatuk,tarpagut
terpegang,"pegangan  
tarjolom "
terpegang,tarjolom
terpejam,"pit 
"
terperangkap,tarsorhop
terperangkap,tarsorhop 
terperangkap,tartirangkap
terperangkap,tartirangkap 
terperosok,lusut
terpetik,tartilpak
terpetik,tartilpak 
terpijak,tardogei
terpijak,tardogei 
terpijak,targelek 
terpikul,"kan 
tarhallung "
terpikul,tarhallung
terpikul,tarlanja
terpikul,tarlanja 
terpikul,tarpikul 
terpilih,tarpilih
terpilih,tarpilih 
terpintal,taridas
terpintal ido,taridas 
terpisah,tarsirang 
terpotong,tarobog 
terpukul,tarlosing
terpukul lonsing,tarlosing  
terpulang kepada,dolos
terpusing,tarputar
terpusing,tarputar 
terputar,tarpahusor 
terputus,tarrotap  
terputuskan,tarrotaphon
terputuskan,tarrotaphon 
tersaingi,tarimbangi
tersaingi,tarimbangi 
tersambung,tarubung
tersambung,tarubung 
tersampaikan,padashon
tersampaikan,tarpadas
tersampaikan,tarpadas 
tersampaikan,tarpasampei
tersampaikan,tarpasampei 
tersandung,tartuktuk 
tersangka,tartugat
tersangka,tartugat 
tersangkut,jurak
tersangkut (khusus untuk manusia); terjatuh,jurak
tersaring,tarsayoh
tersaring,tarsayoh 
tersayat,tarsayat 
tersebar,tarsegei
tersebar,tarsegei 
tersebut,tarsobut
tersebut,tarsobut 
tersebut,tarsuligor
tersebut,"tarsuligor 
"
tersedak,singgokon
tersedak,tarsinggok
tersedak,"tarsinggok 
"
tersedak singgom,singgokon 
tersedu,hangar
tersedu,hasosombopan
tersedu-sedu,hangar
terselesaikan,tardobkon
terselesaikan,tardobkon 
terselip,solat
terselip,tarsilip 
terselip di pinggang,halhal
tersembah,tarsombah
tersembah,tarsombah 
tersembunyi,tarsuni
tersembunyi,tarsuni 
tersendiri,pulig
tersendiri dan,punjung
tersendiri dan sunyi,punjung
tersentak,mantod
tersentak,taruntor
tersentak,taruntor 
tersentuh,ansul
tersentuh,antuk
tersentuh,peos
tersentuh,tardais
tersentuh,tardais 
tersentuh,tardorab 
tersentuh,tartumbuk
tersentuh,tartumbuk 
tersenyum,tarsenggeh
tersenyum,"tarsenggeh 
"
tersenyum,tarsirom
tersenyum,tarsirom 
tersepak,tarsipak
tersepak,tarsipak 
tersiksa,marsik 
tersimpan,tarponopkon
tersimpan,tarponopkon 
tersimpan dengan sangat rapi,dimpos
tersimpan rapi,jimpo
tersindir,tarsember
tersindir semporong,tarsember 
tersinggung,suda
tersisa,tarsulei
tersisa,tarsulei 
tersisipkan,tarsolothon
tersisipkan,tarsolothon 
tersuap,tarsulang 
tersumbat,pitut
tersumbat,sonson
tersumbat,tarsumpol
tersumbat,tarsumpol 
tersungkur,durum
tersungkur,jumba
tersungkur,unjom
tersuruh,"anjuran 
tarojur "
tersuruh,tarojur
tersuruk,sugud
tersuruk,tarsuruk
tersuruk surung,tarsuruk 
tertahan,tartahan
tertahan,tartahan 
tertahan,tartehan
tertahan,tartehan 
tertajak,tartajak
tertajak,tartajak 
tertampung,tartanggo
tertampung,tartanggo 
tertanam,tarsuan
tertanam,tarsuan 
tertancap,jengkal
tertarik,tarsarad
tertarik,tarsarad 
tertarik,tarsintak
tertarik,tarsintak 
tertarik,tartarik
tertarikan,"tartortorhon 
"
tertawa,kikkikan
tertawa,mohol
tertawa,tartawa 
tertawa gelak-gelak,kikkikan
tertawa yang,ngil
tertawa; gelak tawa,haha
tertebas,tartobas
tertebas,tartobas 
tertebus,tartobus
tertebus,tartobus 
tertelan,tartolon
tertelan,tartolon 
tertembak,"kan 
tartembak "
tertembak,tarbodil
tertembak,tarbodil 
tertembak,tartembak
terteng,nonghon 
terterima,tarjalo
terterima,tarjalo 
tertidur,tarpodom 
tertikam,"nikam 
tartiham "
tertikam,tartiham
tertikam,tartobak
tertikam,"tikaman 
tartobak "
tertimbun,tarsasa
tertimbun,tarsasa 
tertimbun,tartamban
tertimbun,tartimbun
tertimbun tambang,tartamban 
tertimbun timbul,tartimbun 
tertimpa,tartipa
tertimpa,tartipa 
tertindih,tartindih
tertindih,tartindih 
tertinggal,tartangguh 
tertipu,tartipu
tertipu,tartipu 
tertitu,"meniru 
tartiru "
tertitu,tartiru
tertiup,tarsompul 
tertolong,"membantu 
pangurupi n dukun bayi 
tarurupi "
tertolong,tarurupi
tertuduh,tartukas
tertukar,tartuhar
tertukar,tartuhar 
tertulang,holi 
tertulis,tarsurat
tertumpah,tardungkap
tertumpah,tardungkap 
tertumpah,tardurhap
tertumpah,tardurhap 
tertumpah,tartungkaphon 
tertumpu di depan,junjun
tertumpu didepan,junjun
tertunduk,tartias
tertunduk,tartias 
tertunduk,tarunduk
tertunduk,tarunduk 
tertunggu,tarpaima 
tertusuk,rujak
tertusuk,tartojok 
tertusuk,tartusuk 
tertutup,binang
tertutup,jujut
tertutup,tarsangkup
tertutup,tarsangkup 
tertutup,tarsongom
tertutup,tarsongom 
tertutup,tartutup
tertutup,tartutup 
tertutup: jotjo rumah ai tertutup rumah itu,jotjot
terubah,tarubah
teruk,tirahap
terukur,"tarsibar 
"
terukur,tarukur
terukur,tarukur 
terulangi,tarulaki
terulangi,tarulaki 
terung,tuyung
terus,landas
terus,lanjar
terus,mintor
terus,nunut
terus,torus
terus,uget
terusir,tarusir
terusir,tarusir 
terutang,"marutang v berutang 
 
tarutang "
terutang,tarutang
tetak,tanggam
tetak yang,pongkah
tetak yang ada pada pohon,pongkah
tetap,ban
tetap,jojak
tetap,jonam
tetap,pajat
tetap,totap
tetap; tidak ber- gerak,pajat
tetapi,tapi
tetek,susu
tetes,harintagtag
tetes,tektek
tetes hujan,rintagtag
tetes hujan di atas daun kayu,rintagtag
tetes- tetes hujan yang turun dari daun-daunan setelah hujan berhenti,harintagtag
tetesan,halintagtag
tetesan air enau yang,pilit
tetesan air enau yang tidak masuk ke dalam bambu penampungan,pilit
tetesan air hujan dari daun-daun kayu setelah hujan berhenti,halintagtag
tiang,basikah
tiang,tiang
tiang  pendek (terdapat pada raumah panggung),pandak
tiang pendek,pandak
tiarap,mogop
tiarap,tangkop
tiba,sompong
tiba,tompu
tiba-tiba,sompong
tiba-tiba,tompu
tidak,dang
tidak,garak
tidak,lang
tidak,marsibolagan
tidak,seng
tidak,sua
tidak  tentu,retak
tidak ada nafsu,harsi
tidak ada nafsu makan,harsi
tidak akan,sayop
tidak ber- sesak-sesak,linggar
tidak beranjak,sorbob
tidak beratur,burbar
"tidak bergerak, berubah arah",membar
tidak berpenghuni: rumah na banggal ai lumei sonari rumah yang besar itu  kosong sekarang,lumei
tidak berseak-sesak,linggar
tidak bersemangat,lelet
tidak boleh,pantanghon 
tidak cocok,pahil
tidak dalam,dulmit
tidak dalam dan masih kelihatan,dulmit
tidak dapat,hapor
tidak dapat,hortou
tidak dapat berjalan dan berdiri hanya berjongkok,repat
tidak dapat menyebut huruf r,hapor
tidak jelas terang,juja
tidak kokoh,busbas
tidak kuat,dalnei
tidak kurang dan,girtip
tidak kurang dan tidak lebih; pas,girtip
tidak licin,porhot
tidak lurus,pelong
tidak lurus,peot
tidak mau makan,laja
tidak menaruh,lansat
tidak menaruh hiba,lansat
tidak menentu,embal
tidak menentu,mawang
"tidak menentu tempat tinggalnya; tidak ada yang	memperdulikannya",mawang
tidak peduli,bonos
tidak rapi (tentang rambut),jangga
tidak rugi,rasipan
tidak sama,lundagi
tidak sama,teal
tidak sama,tepal
tidak sama disayangi,lundagi
tidak sama luas,marsibolagan 
tidak sama merah,marsigergeran 
tidak sampai,bangkang
tidak sampai hati,bangkang
tidak sopan,bangak
tidak sopan,jampak
tidak sopan,liab
tidak sopan bangal [baGal] a tidak terajar bangar   [baGar]   a   besar,bangak
tidak telaten,raus
tidak tentu,retak
tidak tepat,dampar
tidak tepat,embar
tidak tepat,medar
tidak tepat,paldou
tidak tepat; menyimpang,paldou
tidak tepat; tidak menentu,medar
tidak terajar,bangal
tidak teratur,banrag
tidak teratur,rende
"tidak; partikel untuk menyatakan pengingkar- an, penolakan, penyangkalan, dan sebagainya; tiada",lang
tidur,galang
tidur,golek
tidur,modom
tidur,"modom 
"
tidur,tibal
tidur telungkup,hajang
"tidur; ; ; ; parmodom	n		penidur; tukang tidur;  cara tidur",modom
tiga,tolu
tikam,"marsitihaman 
"
tikam,pantom
tikam,tiham
tikam,tobak
tikar,amak
tikar,amparan
tikar,apei
tikar,lage
tikar,rere
tikar,sape
tikar,tikar
tikar lebar,bigou
"tikar lebar, terbuat dari pandan (plastik dsb)",bigou
tikus,monci
tikus,monsi
tikus,ubag
tikus bambu,ampodui
tikus busuk,lilie
tilam,tilam
timah,batuan
timah,timah
timang,dideng
timang,tigtig
timang,titeng
timbang,antan
timbang,timbang
timbangan,dasing
timbul,ulgap
timbul tenggelam,aup
timbun,junjun
timbun,sasa
timbun,tamban
timbun,tambus
timbun,timbun
timbunan,rob
timpa,tipa
timpang,empang
timur,habinsaran
timur,hapoltakan
tindih,agil
tindih,tindih
tinggal,sakamar
tinggal,tading
tinggal,tangguh
tinggal sedikit,gampis
tinggi,enseng
tinggi,gijang
tinggi,tinggir
tinggi; ,enseng
tinggikan,pagijang 
tingkah laku,harsang
tingkah laku,lagu
tingkah laku,parlaho
tingkah laku seseorang,lagu
tingkah laku yang kurang sopan,harsang
tinjau,tatap
tinju,gudam
tinju,tenju
tinta,tinta
tipis,rampis
tipis,tipis
tipu,hilang
tipu,pogo
tipu,tipu
tiris,burus
tiriuan suara benda yang masuk ke air,jur
tiru,marsitiruan 
tiru,tiru
tiruan ayam,hurtuk
tiruan ayam betina yang baru menetaskan anak,hurtuk
tiruan bunyi,gejek
tiruan bunyi,ngeong
tiruan bunyi,ting
tiruan bunyi air ketika orang melompat ke air,jaur
tiruan bunyi anak korek api ketika dinyalakan,jer
tiruan bunyi kucing,ngeong
tiruan bunyi letupan,top
tiruan bunyi menindih,gejek
tiruan bunyi napas orang yang kelelahan,hoih
tiruan bunyi pelepah dihembus angin,jar
tiruan bunyi pukulan,gab
tiruan bunyi pukulan tinju,gab
tiruan bunyi suara,gedeg
tiruan bunyi suara gendang,gedeg
tiruan suara,dorung
tiruan suara,enong
tiruan suara cangkul,job
tiruan suara dentuman,tob
tiruan suara kilat,jep
tiruan suara kucing,enong
tiruan suara pukulan (gedebug),guribig
tiruan suara tem,turtar
tiruan suara tem- bakan,turtar
tiruan suara tertawa,haha
tiruan tembakan,lasak
titi,hitei
titi; jembatan,hitei
titik hujan,lintagtag
titik hujan jatuh dari daun,lintagtag
titip,tonja
tiung,hiong
tiup,sompul
tiup,tompul
tiupan angin,pur
tobat,tobat
tolak,julak
toleh,didah
toleh; lihat,didah
tolong,marsiurupan 
tolong,urup
tombak,pantom
tombak,tanja
tombak,tumbak
tong,tong
tonggak,pansang
tonggak; pancang,pansang
tongkat,tungkot
tonjol,jodat
tonjol; ,jodat
topeng,toping
topi,tangkuluk
trans,siar
tua,toras
tua,tua
tua,tuha
tuak,tuak
tuak yang tanak,lutok
tuang,tuang
tuba,tuba
tubuh,angkulu
tuduh,tukas
tudung,bulang
tudung,tudung
tudung (tutup kepala perempuaketika pesta perkawinan),bulang
tugal,parlobong
Tuhan,Tuhan
tujuan,alad
tujuh,pitu
tukang,partabas
tukang,tuhang
tukang daging,parjagal 
tukang me,gintolir
tukang me- meriksa pekerjaan,gintolir
tukar,libey
tukar,tuhar
tulang,baring
tulang,holi
tulang,imbul
tulang,kaeskaes
tulang,kokak
tulang,okak
tulang cakar,kaeskaes
tulang kering,baluyu
tulen,pitah
tuli,nengel
tuli,pijot
tum,pair
tumbang,dorob
tumbuh,mandangkah
tumbuh,marhumala
tumbuh,turah
tumbuh dahan,mandangkah 
tumbuh lebat,marhumala 
tumbuhan,hampidi
tumbuhan asam,sihala
tumbuhan berdaun lebar,rajapinayungan
tumbuhan harum,dilam
tumbuhan hutan,rimas
tumbuk,duda
tumbuk,rombuk
tumbuk,tondol
"tumbuk; manduda		v		menumbuk",duda
tumit,tambihul
tumpah,dorhap
tumpah,dungkap
tumpah,durhap
tumpah,madungkap
tumpah,"madungkap 
"
tumpah,musei
tumpah,tungkap
tumpah; ,dungkap
tumpuan hati,arepat
tumpuk,gugus
tumpukan,gugunan
tumpukan,gugunan 
tumpukan,luhutan
tumpul,majol
tumpul  papak pada ujungnya (tidak runcing),majal
tumpul papak,majal
tumpul; majal,majol
tunai,tunei
tunangan,tongantagan
tunangan,tunangan
tunas,sagak
tunas,suli
tunas,tumbor
tunas,tunas
tunduk,mopiopi
tunduk,munduk
tunduk,mungkil
tunduk,tias
tunduk,unduk
tunduk dan ter,suhung
tunduk karena dimarahi,mopiopi
tunggang,ajak
tungging,bungkil
tungging,ibug
"tungging (bagian ekor ayam, burung, dan se- jenisnya)",ibug
tunggu,paima
tunggu,paina
tunggu  dulu,lagi
tunggu dulu,lagi
tunggui,roncon
tunggul,tuho
tungkai,likih
tungkai; panjang tetapi kecil,likih
tungku,dalihan
tungkul,tongkol
tunjuk,tuduh
tunjuk,tulduk
tuntun,tata
tupai,bujut
tupai,buyut
turun,turun
turut,turut
tusam,tusam
tusuk,tojok
tusuk,tusuk
tutup,aldom
tutup,gulom
tutup,hamkam
tutup,langgum
tutup,pintu
tutup,rongkob
tutup,rungkub
tutup,sanggum
tutup,sangkob
tutup,sangkup
tutup,songom
tutup,tungub
tutup,tutup
tutup pintu,sugarang
tutup pintu bubu agar ikan yang sudah masuk tidak dapat keluar lagi,sugarang
tutur,tutur
uang,duit
uang,uang
uang emas,doraham
uang emas atau perak zaman dahulu,doraham
uang meja,saman
uap,hoyam
uap,tangas
ubah,ubah
uban,uban
ubi,gadung
ubi,hayu
ubi,julur
ubi,ubi
ubi kayu,gadung hayu 
ubun,salimbubu
ubun,sambubu
ubun- ubun,salimbubu
ubun-ubun sambung [sambung] n baskom sambut [sabbut] n utang,sambubu
ucapan,parhorasan
ucapan yang,nukna
ucapan yang berubah ubah,nukna
ucapan yang tak sengaja,lilir
ucapan yang tak sengaja keluar dari mulut,lilir
udang,payak
udang,udang
udang galah,ganpei
udara,awang
ujar,kata
ujung,punsa
ujung,ujung
ujung    jalan,multak
